Header Definitions at https://dwc.tdwg.org/terms/                                                             Occurence Based Data												Record Level Data			Event Data	Taxonomic Data																Location-Based Data											Geological Context																	
dwc:recordNumber	dwc:occurrenceID	dwc:scientificName	dwc:recordedBy	dwc:institutionID	dwc:institutionCode	dwc:collectionID	dwc:collectionCode	dwc:collectionNumber	dwc:otherCatalogNumbers	dwc:occurrence_remarks	dwc:associatedMedia	dc:type	dwc:basisOfRecord	dwc: dynamicProperties	dwc:eventDate	dwc:taxonID	dwc:verbatimIdentification	dwc:acceptedNameUsage	dwc:speciesName	dwc:kingdom	dwc:phylum	dwc:class	dwc:order	dwc:family	dwc:genus	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:scientificNameAuthorship	dwc:identificationQualifier	dwc:vernacularName	dwc:identifiedBy	dwc:locality	dwc:decimalLatitude	dwc:decimalLongitude	dwc:country	dwc:stateProvince	dwc:county	dwc:habitat	dwc:minimumElevationInMeters	dwc:maximumElevationInMeters	dwc:coordinateUncertaintyInMeters	dwc:georeferenceRemarks	dwc:geologicalContextID	dwc:earliestEonOrLowestEonothem	dwc:latestEonOrHighestEonothem	dwc:earliestEraOrLowestErathem	dwc:latestEraOrHighestErathem	dwc:earliestPeriodOrLowestSystem	dwc:latestPeriodOrHighestSystem	dwc:earliestEpochOrLowestSeries	dwc:latestEpochOrHighestSeries	dwc:earliestAgeOrLowestStage	dwc:earliestAgeOrLowestStage	dwc:lowestBiostratigraphicZone	dwc:highestBiostratigraphicZone	dwc:lithostratigraphicTerms	dwc:group	dwc:formation	dwc:member	dwc:bed
UVZ-0599444	UVZC_EV764	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0534461	UVZC_EV765	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0518775	UVZC_EV766	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0931544	UVZC_EV767	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0280347	UVZC_EV768	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0021045	UVZC_EV769	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0657734	UVZC_EV770	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0473419	UVZC_EV771	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Dalm[atien]																												
UVZ-0041257	UVZC_EV772	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0073490	UVZC_EV773	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0113955	UVZC_EV774	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0776250	UVZC_EV775	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0762866	UVZC_EV776	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Donau																												
UVZ-0442368	UVZC_EV777	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0480454	UVZC_EV778	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0005345	UVZC_EV779	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0667441	UVZC_EV780	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0738557	UVZC_EV781	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0210789	UVZC_EV782	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0925549	UVZC_EV783	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Adria																												
UVZ-0638166	UVZC_EV784	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0643372	UVZC_EV785	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0422849	UVZC_EV786	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																	Cap																												
UVZ-0381770	UVZC_EV787	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0125609	UVZC_EV788	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0992328	UVZC_EV789	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0099630	UVZC_EV790	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0369185	UVZC_EV791	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0259241	UVZC_EV792	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0002880	UVZC_EV793	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0211207	UVZC_EV794	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0189873	UVZC_EV795	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0582811	UVZC_EV796	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0570240	UVZC_EV797	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0687172	UVZC_EV798	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0217322	UVZC_EV799	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:55:26Z																																													
UVZ-0879418	UVZC_EV804	Haliotis varia Linnaeus, 1758			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0006212	UVZC_EV807	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0246225	UVZC_EV812	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0078714	UVZC_EV813	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0841836	UVZC_EV815	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0594680	UVZC_EV816	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0256776	UVZC_EV818	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0576829	UVZC_EV820	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0847135	UVZC_EV821	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0120177	UVZC_EV822	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0227502	UVZC_EV824	Haliotis tuberculata Linnaeus, 1758			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																	Adria																												
UVZ-0786000	UVZC_EV827	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0182487	UVZC_EV830	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0522760	UVZC_EV837	Janthina Röding, 1798			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0786766	UVZC_EV838	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0533212	UVZC_EV839	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0640514	UVZC_EV840	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0059758	UVZC_EV841	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0400231	UVZC_EV842	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0359152	UVZC_EV850	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																	Cap																												
UVZ-0138629	UVZC_EV851	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0517785	UVZC_EV853	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0085343	UVZC_EV854	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																	Asia																												
UVZ-0514489	UVZC_EV856	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0566553	UVZC_EV857	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0114561	UVZC_EV858	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0180022	UVZC_EV859	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0152388	UVZC_EV860	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0190474	UVZC_EV871	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0177880	UVZC_EV875	Patella caerulea Linnaeus, 1758			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0313654	UVZC_EV879	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																	Krain																												
UVZ-0902424	UVZC_EV886	Clausiliidae			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0016414	UVZC_EV889	Trochus Linnaeus, 1758			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								FossilSpecimen		2024-01-11T11:29:34Z																																													
UVZ-0899489	UVZC_EV891	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0990436	UVZC_EV897	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-05-15T09:42:04Z																																													
UVZ-0661061	UVZC_EV898	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								FossilSpecimen		2024-01-11T11:29:34Z																																													
UVZ-0012137	UVZC_EV899	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:56:40Z																																													
UVZ-0901993	UVZC_EV901	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:57:52Z																																													
UVZ-0158361	UVZC_EV903	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:57:52Z																																													
UVZ-0571129	UVZC_EV904	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:57:52Z																																													
UVZ-0406285	UVZC_EV907	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:57:52Z																																													
UVZ-0341302	UVZC_EV908	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:57:52Z																																													
UVZ-0835142	UVZC_EV909	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-11T10:57:52Z																																													
