SCIENTIFIC NAME	PHISICAL SPECIMEN ID	ORGANIZATION	SPECIMENT TYPE	MODIFIED	LICENSE	LOCATION QUALITATIVE [QUANTITATIVE]	GEOLOGICAL AGE	COLLECTING NUMBER	COLLECTING AGENT	DATE COLLECTED	TYPE STATUS (Optional)	MEDIA
Cochlostoma septemspirale Klemm	1119	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Karnische Alpen, Mauthner Alpe		1119	Klemm	6.1931		
Cochlostoma septemspirale Klemm	1403	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Mauthen im Gailtal		1403	Klemm	6.1932		
Cochlostoma septemspirale Klemm	7296	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Karnische Alpen, Valentinalpe		7296	Klemm	7.1940		
Cochlostoma septemspirale Klemm	50680	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Karawanken, Inneres d. Ruine Altfinkenstein		50680	Thaler	19.8.1963		
Cochlostoma septemspirale Klemm	64912	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Villach-Umgebung, Dobratsch		64912	Kühnelt	8.9.1942		
Cochlostoma septemspirale Klemm	2055	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Karawanken, Ardeschitzenklamm		2055	Klemm	6.1944		
Cochlostoma septemspirale Klemm	53430	NHM Wien	PRESERVED SPECIMEN	10/31/2022		Österreich, Kärnten, Rechberg		53430	Seidl	20.7.1966		
Cochlostoma septemspirale Klemm	7890	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Bosiceva Gora bei Eisenkappel		7890	Klemm	8.1941		
Cochlostoma septemspirale Klemm	1402	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Ebriacher Klamm bei Eisenkappel		1402	Klemm	6.1932		
Cochlostoma septemspirale Klemm	44399	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Sattnitz, Unterschlossberg		44399	Klemm	17.7.1960		
Cochlostoma septemspirale Klemm	44265	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Ferlacher Horn		44265	Klemm	6.7.1960		
Cochlostoma septemspirale Klemm	2043	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Rosenbach, Bärengraben		2043	Klemm	6.1934		
Cochlostoma septemspirale Klemm	1121	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karnische Alpen, Plöckenpass		1121	Klemm	6.1931		
Cochlostoma septemspirale Klemm	56972	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Koschutahaus		56972	Horst	9.1968		
Cochlostoma septemspirale Klemm	1405	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Ostrücken des Hochobir		1405	Klemm	6.1932		
Cochlostoma septemspirale Klemm	2048	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Rosenbach, Bahndurchlass bei Tunnel		2048	Klemm	6.1934		
Cochlostoma septemspirale Klemm	46216	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Dobratsch		46216	Sauer			
Cochlostoma septemspirale Klemm	7858	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Leppengraben bei Eisenkappel		7858	Klemm	8.1941		
Cochlostoma septemspirale Klemm	66677	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Sattnitz, Ma. Rain		66677	Thorson	20.7.1934		
Cochlostoma septemspirale Klemm	2045	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, St. Jakob im Rosental		2045	Klemm	6.1934		
Cochlostoma septemspirale Klemm	2049	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Rosenbach, Nageleklause		2049	Klemm	6.1934		
Cochlostoma septemspirale Klemm	2044	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Rosenbacher Schweiz, Felsenende		2044	Klemm	6.1934		
Cochlostoma septemspirale Klemm	56620	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Trögerner Klamm bei Eisenkappel		56620	Seidl	21.7.1968		
Cochlostoma septemspirale Klemm	66676	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Kötschach-Mauthen		66676	Thorson	16.7.1934		
Cochlostoma septemspirale Klemm	34990	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Unterloibl		34990	Klemm	26.4.1960		
Cochlostoma septemspirale Klemm	7827	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Kupitzklamm bei Eisenkappel, Seitengraben		7827	Klemm	8.1941		
Cochlostoma septemspirale Klemm	1406	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Steiner Alpen, Vellacher Kotschna, Nord-Abfall		1406	Klemm	6.1932		
Cochlostoma septemspirale Klemm	44940	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Waidischtal, Wabuschnitzgraben		44940	Klemm	12.8.1960		
Cochlostoma septemspirale Klemm	44346	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Loiblpasshöhe		44346	Klemm	10.7.1960		
Cochlostoma septemspirale Klemm	22240	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Graschelitzen-Höhle		22240	Strouhal	25.8.1934		
Cochlostoma septemspirale Klemm	63054	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Schloss Stein bei Dellach		63054	Kofler	26.5.1970		
Cochlostoma septemspirale Klemm	44714	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Terkl, Koschuta		44714	Klemm	8.8.1960		
Cochlostoma septemspirale Klemm	44894	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, unteres Waidischbachtal		44894	Klemm	28.8.1960		
Cochlostoma septemspirale Klemm	44665	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Federaun, Dobratsch		44665	Klemm	3.8.1960		
Cochlostoma septemspirale Klemm	57005	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Gratschitzengraben bei Rosenbach		57005	Horst	9.1968		
Cochlostoma septemspirale Klemm	53429	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Rechberg bei Eisenkappel		53429	Seidl	20.7.1966		
Cochlostoma septemspirale Klemm	40941	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Rabenberg		40941	Hölzel	20.6.1956		
Cochlostoma septemspirale Klemm	63135	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Eisenkappel		63135	Klemm	6.1934		
Cochlostoma septemspirale Klemm	44669	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Pöckau, Schlucht		44669	Klemm	3.8.1960		
Cochlostoma septemspirale Klemm	2056	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Gratschitzengraben		2056	Klemm	6.1944		
Cochlostoma septemspirale Klemm	57776	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Maria Elend, Suchagraben		57776	Strouhal	24.9.1960		
Cochlostoma septemspirale Klemm	44856	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Bärental, Johannsenruhe, Südhang, Geröll		44856	Klemm	15,8,1960		
Cochlostoma septemspirale Klemm	44176	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Karawanken, Unterloibl		44176	Klemm	29.6.1960		
Cochlostoma septemspirale Klemm	27349	NHM Wien	PRESERVED SPECIMEN	11/2/2022		Österreich, Kärnten, Gailtaler Alpen, Weißbriach		27349	Klemm	27.7.1948		
Cochlostoma septemspirale Klemm	15224	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karnische Alpen, Valentin-Klamm bei Mauthen		15224				
Cochlostoma septemspirale Klemm	27403	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Valentin-Klamm bei Mauthen, vorderer Teil		27403	Klemm	19.7.1948		
Cochlostoma septemspirale Klemm	56977	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Scarbia, Ost-Sattnitz		56977	Horst	4.9.1968		
Cochlostoma septemspirale Klemm	56963	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Kirschentheuer bei Ferlach		56963	Horst	4.9.1968		
Cochlostoma septemspirale Klemm	7519	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Lobnikgraben bei Eisenkappel		7519	Klemm	8.1941		
Cochlostoma septemspirale Klemm	44216	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Tscheppaschlucht, Loibltal		44216	Klemm	3.7.1960		
Cochlostoma septemspirale Klemm	7554	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, bei Eisenkappel		7554	Klemm	8.1941		
Cochlostoma septemspirale Klemm	7872	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Eisenkappel, an der Straße gegen Norden		7872	Klemm	8.1941		
Cochlostoma septemspirale Klemm	63141	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Boziceva gora bei Eisenkappel		63141	Klemm	8.1941		
Cochlostoma septemspirale Klemm	1400	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Eisenkappel		1400	Klemm	6.1932		
Cochlostoma septemspirale Klemm	1407	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Lobnik bei Eisenkappel		1407	Klemm	6.1932		
Cochlostoma septemspirale Klemm	2054	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Rosenbach, Talstraße		2054	Klemm	6.1934		
Cochlostoma septemspirale Klemm	44970	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karnische Alpen, Unt. Valentinalm		44970	Klemm	16.8.1960		
Cochlostoma septemspirale Klemm	44435	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Bärental bis Stouhütte		44435	Klemm	21.7.1960		
Cochlostoma septemspirale Klemm	7260	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Valentin-Klamm bei Mauthen		7260	Klemm	7.1940		
Cochlostoma septemspirale Klemm	44726	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Wandfuß des Kuhberges, Hochobir		44726	Klemm	8.8.1960		
Cochlostoma septemspirale Klemm	2058	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Rosenbacher Schweiz		2058	Klemm	6.1934		
Cochlostoma septemspirale Klemm	44457	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Ebental, Sattnitz, Wasserfall		44457	Klemm	25.7.1960		
Cochlostoma septemspirale Klemm	7385	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Kanzianiberg, südl. v. Villach		7385	Klemm	7.1940		
Cochlostoma septemspirale Klemm	15235	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Ruine Altfinkenstein südl. v. Faak		15235	Klemm			
Cochlostoma septemspirale Klemm	44937	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Hochobir, Wildensteinerfall		44937	Klemm	12.8.1960		
Cochlostoma septemspirale Klemm	52725	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Wandfuß Hochobir, Freibachgraben		52725	Fauer	31.8.1965		
Cochlostoma septemspirale Klemm	70466	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Arnoldstein, Wasserfall		70466	Lamprecht	9.6.1966		
Cochlostoma septemspirale Klemm	70036	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Trögerner Klamm		70036	Schuster	8.6.1978		
Cochlostoma septemspirale Klemm	70072	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten, Karawanken, Kropiunerbach		70072	Schuster	8.1976		
Cochlostoma septemspirale Klemm	15239	NHM Wien	PRESERVED SPECIMEN	11/7/2022		Österreich, Kärnten / Italien, Friaul, Malborghetto		15239				
Eupomatias septemspiralis	75000-E1364	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Berg Hum bei Tüffer		75000-E1364	Jakobi			
Eupomatias septemspiralis	68121	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark		68121				
Cochlostoma septemspirale	75000-E10215	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Hallstadt		75000-E10215	Dr. Rochhart			
Cochlostoma septemspiralis	13367	coll. Dr. Leo Ruznov	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Gmunden		13367	Dr. C. Brunner			
Cochlostoma septemspirale	13368	coll. Dr. Leo Ruznov	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark		13368				
Cochlostoma septemspirale	75000-E4958	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Kastenreuth, Felswand an der Eisenbahnstation		75000-E4958		1930		
Cochlostoma septemspirale	75000-E5206	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Brunnbach, Hetzgraben		75000-E5206		1930		
Cochlostoma septemspirale	75000-E7551	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer, Gamsköserl, Kalkfelsen an der Enns		75000-E7551	Ganslmayr			
Cochlostoma septemspiralis	75000-E8730	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Wels, Kathengraben an der Kremsmünsterer Straße		75000-E8730	Rochhart			
Cochlostoma septemspirale	75000-E14494	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Grimmingmassiv; Pürg, Anfang des Fußweges nach Steinach		75000-E14494	B.E. Sauer			
Cochlostoma septemspirale	75000-E17948	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Karawanken, Bärengraben bei Rosenbach 		75000-E17948	Klemm			
Cochlostoma septemspirale	75000-E17954	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Karawanken, Rosenbacher Schweiz 		75000-E17954	Klemm			
Cochlostoma septemspirale	75000-E17958	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Karawanken, Rosenbach, Talstraße 		75000-E17958	Klemm			
Cochlostoma septemspirale	75000-E17964	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Karawanken, Ardeschützenklamm bei Rosenbach		75000-E17964	Klemm			
Cochlostoma septemspirale	75000-E17967	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Warmbad Villach, Napoleonwiese		75000-E17967	Strouhal			
Cochlostoma septemspirale	75000-E28740	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Karnische Alpen, Mauthen im Gailtal		75000-E28740	Klemm			
Cochlostoma septemspirale	75000-E28742	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Karnische Alpen, Plöckenpass		75000-E28742	Klemm			
Cochlostoma septemspirale	75000-E28743	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Karawanken, Rosenbach, Straße an der Rohrleitung		75000-E28743	Klemm			
Cochlostoma septemspirale	75000-E29889	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Steyr		75000-E29889	Oberwimmer			
Cochlostoma septemspirale	75000-E30008	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Langwies bei Ebensee		75000-E30008	Schuster	06.1976		
Cochlostoma septemspirale	75000-E30286	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Öberösterreich, Höllengebirge, Weissenbach a.A., Nikoloweg am Schobersteinhang		75000-E30286				
Cochlostoma septemspirale	75000-E30313	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Öberösterreich, Höllengebirge, Schobersteinanstieg von Weissenbach am Attersee		75000-E30313				
Cochlostoma septemspirale	75000-E30334	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weissenbach a.A., Schobersteinabhang zum See, Straßenmauer		75000-E30334				
Cochlostoma septemspirale	75000-E30357	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Öberösterreich, Höllengebirge, Schoberstein, Felsspalten der obersten Felspartien		75000-E30357				
Cochlostoma septemspirale	75000-E30400	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Öberösterreich, Höllengebirge, Weissenbach am Attersee, Schobersteinabhang an der Ischlerstraße		75000-E30400				
Cochlostoma septemspirale	75000-E30406	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Öberösterreich, Höllengebirge, Schoberstein, oberste Felsen		75000-E30406				
Cochlostoma septemspirale	75000-E30414	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Höllengebirge, Schoberstein, oberste Felspartien		75000-E30414				
Cochlostoma septemspirale	75000-E30421	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Höllengebirge, Schobersteinanstieg von Weissenbach am Attersee aus		75000-E30421				
Cochlostoma septemspirale	75000-E30841	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Glanfurt, im Genist der Sümpfe 		75000-E30841	A. Fuchs			
Cochlostoma septemspirale	75000-E30880	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Felswandfuß oberhalb des Steinkar über der Straße Scharfling-Oberburgau		75000-E30880		1945		
Cochlostoma septemspirale	75000-E32757	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Warmbad Villach, Tscheltschnig Kogel		75000-E32757	Strouhal			
Cochlostoma septemspirale	75000-E32758	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Steyr an der Enns		75000-E32758	A. Fuchs			
Cochlostoma septemspirale	75000-E32759	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Grünburg an der Steyr		75000-E32759	A. Fuchs			
Cochlostoma septemspirale	75000-E33209	coll. Edlauer	PRESERVED SPECIMEN	12/12/2022		Österreich, Karawanken, Stouhütte - Klagenfurterhütte		75000-E33209	A. Fuchs			
Cochlostoma septemspirale	75000-E33210		PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Loibltal zwischen Unterloibl und Wh. Deutscher Peter		75000-E33210	A. Fuchs			
Cochlostoma septemspirale	75000-E33213		PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Lobnigtal nordöstlich von Eisenkappel		75000-E33213				
Cochlostoma septemspirale	75000-E33217		PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Gailtal, Ruine Kühnburg		75000-E33217	A. Fuchs			
Cochlostoma septemspirale	75000-E33219		PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Palfau 		75000-E33219	A. Fuchs			
Cochlostoma septemspirale	75000-E33230		PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, SW-Hang des Oistra bei Eisenkappel; Raibler Schichten		75000-E33230	A. Fuchs			
Cochlostoma septemspirale	75000-E33233		PRESERVED SPECIMEN	12/12/2022		Österreich, Steiermark, Weichselboden 		75000-E33233	Käufel			
Cochlostoma septemspirale	75000-E33235		PRESERVED SPECIMEN	12/12/2022		Österreich, Niederösterreich, Melk, Donaugenist bei Schönbühel 		75000-E33235	A. Fuchs			
Cochlostoma septemspirale	75000-E33236		PRESERVED SPECIMEN	12/12/2022		Österreich, Niederösterreich, Ramingdorf bei Haidershofen an der Enns		75000-E33236	A. Fuchs			
Cochlostoma septemspirale	75000-E33365		PRESERVED SPECIMEN	12/12/2022		Österreich, Karawanken, Feistritz im Rasental, Stouhütte 		75000-E33365	A. Fuchs			
Eupomatia septemspiralis	75000-E33371	coll. Fuchs	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Klamm zwischen Eisenkappel und Rechberg		75000-E33371	Prof. Scheerpeltz			
Cochlostoma septemspirale	75000-E33372	coll. Fuchs	PRESERVED SPECIMEN	12/12/2022		Österreich, Karawanken, Zavrsnica am Südfuß des Stol 		75000-E33372	Käufel			
Cochlostoma septemspirale	75000-E33397	coll. Fuchs	PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Windischgarsten, Kalvarienberg		75000-E33397				
Cochlostoma septemspirale	75000-E33403	coll. Fuchs	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Eisenkappel, Felsen zwischen Remschniggraben und dem Hammerwerk an der Vellacher Straße 		75000-E33403				
Cochlostoma septemspirale	75000-E33414	coll. Fuchs	PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Kupnitzklamm bei Eisenkappel		75000-E33414	Scheerpeltz			
Cochlostoma septemspirale	75000-E33418		PRESERVED SPECIMEN	12/12/2022		Österreich, Kärnten, Rosenbach, Talstraße		75000-E33418	Klemm			
Cochlostoma septemspirale	75000-E36291		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Breitenau bei Molln, Waldhang zur Krummen Steyerling		75000-E36291	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E36650		PRESERVED SPECIMEN	12/12/2022		Österreich, Westkarawanken, Ruine Finkenstein bei Mallestig		75000-E36650	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E37466		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Steyr		75000-E37466	A. Fuchs			
Cochlostoma septemspirale	75000-E37502		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Hinterstoder		75000-E37502	A. Fuchs			
Cochlostoma septemspirale	75000-E37553		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Losenstein bei Goisern		75000-E37553	Ganslmayr			
Cochlostoma septemspirale	75000-E37559		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Rettenstein		75000-E37559	Ganslmayr			
Cochlostoma septemspirale	75000-E37561		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Ennsberg		75000-E37561	Ganslmayr			
Cochlostoma septemspirale	75000-E37562		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Hoferkeller		75000-E37562	Ganslmayr			
Cochlostoma septemspirale	75000-E37563		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Gablenzgenist		75000-E37563	Ganslmayr			
Cochlostoma septemspirale	75000-E37564		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Staudeck		75000-E37564	Ganslmayr			
Cochlostoma septemspirale	75000-E37565		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Gasselsgraben		75000-E37565	Ganslmayr			
Cochlostoma septemspirale	75000-E37566		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Gamskögerl		75000-E37566	Ganslmayr			
Cochlostoma septemspirale	75000-E37567		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Rotmäuer		75000-E37567	Ganslmayr			
Cochlostoma septemspirale	75000-E37577		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Weyer an der Enns, Pfaffenstein		75000-E37577	Ganslmayr			
Cochlostoma septemspirale	75000-E38903		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Umgebung Weyer, NW-Hang der Stubau zum Innbach		75000-E38903	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E39175		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Umgebung Weyer, Aufstieg zum Stubau-Gipfel, Buchen-Tannenwald, Bachnähe		75000-E39175	Franz			
Cochlostoma septemspirale	75000-E39353		PRESERVED SPECIMEN	12/12/2022		Österreich, Obersteiermark, Wörschach, Eingang zur Klamm, Buchenfalllaub		75000-E39353	Franz			
Cochlostoma septemspirale	75000-E39496		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Windischgarsten, Sprangriegler bei d. Alm, unter Steinen		75000-E39496	Franz	1.6.1944		
Cochlostoma septemspirale	75000-E39839		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Windischgarsten gegen Sprangriegler		75000-E39839	Franz	20.5.1945		
Cochlostoma septemspirale	75000-E40059		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Abhang des Schafbergmassivs, Weg Oberburgau-Unterach; Beginn des Weges auf den Schafberg; Mischwald		75000-E40059		1945		
Cochlostoma septemspirale	75000-E40486		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafberganstieg, kleine Waldlichtung 150 m oberhalb Oberburgau (Mondsee) auf geschlichtetem Holz		75000-E40486		1949		
Cochlostoma septemspirale	75000-E40520		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Abhang 300m oberhalb Oberburgau (Mondsee); vegetationsbedeckte Schotterhalde unterhalb des großen Steinkars		75000-E40520		1945		
Cochlostoma septemspirale	75000-E40544		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Wald am Beginn des Anstiegs von Unterach		75000-E40544		1945		
Cochlostoma septemspirale	75000-E40606		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Felswandfuß oberhalb des Steinkars über Km 5 der Straße Scharfling-Oberburgau, sonnige Nordlage		75000-E40606		1945		
Cochlostoma septemspirale	75000-E40679		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Felsenfuß oberhalb Km 4 der Straße Scharfling-Oberburgau		75000-E40679		1945		
Cochlostoma septemspirale	75000-E40744		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Abhang an der Mühlleiten, SW von Unterach		75000-E40744		1945		
Cochlostoma septemspirale	75000-E40774		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Hänge unter den Felswänden oberhalb Oberburgau am Mondsee, sonnig, stark bewachsen		75000-E40774		1945		
Cochlostoma septemspirale	75000-E40800		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Hänge unterhalb der Felswände oberhalb der Mühlleiten, W von Unterach am Attersee		75000-E40800		1945		
Cochlostoma septemspirale	75000-E40847		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Felsenfuß oberhalb des Steinkars über Km 5 der Straße Scharfling-Oberburgau, schattige Stelle		75000-E40847		1945		
